Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2022.04.15 16:33
Tabular Output Report in Format: ,Comma

Building:,US+MF+CZ5B+elecres+crawlspace+IECC_2021
Environment:,ANNUAL ** Denver Centennial  Golden   Nr CO USA TMY3 WMO#=724666

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [GJ],Energy Per Total Building Area [MJ/m2],Energy Per Conditioned Building Area [MJ/m2]
,Total Site Energy,3.03,0.84,1.51
,Net Site Energy,3.03,0.84,1.51
,Total Source Energy,9.61,2.65,4.79
,Net Source Energy,9.61,2.65,4.79


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,3623.35
,Net Conditioned Building Area,2007.43
,Unconditioned Building Area,1615.91


End Uses

,,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating [GJ],Water [m3]
,Heating,1.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.54
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.54
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating [GJ],Water [m3]
,29,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,4.5529701616E-005,3.1403358206E-004,Pass,Pass,2.6816376688E-002,2.9550183655E-002,Pass,Pass
,30,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,9.8491894279E-003,5.4644934281E-002,Pass,Pass,4.9949955699E-002,0.1515863854,Pass,Pass
,31,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,1.1378423838E-002,6.4819085257E-002,Pass,Pass,4.3673608461E-002,0.1993539439,Pass,Pass
,32,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,4.0096304092E-005,2.9960807967E-004,Pass,Pass,2.3296611025E-002,2.2799448781E-002,Pass,Pass
,33,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,8.8508190972E-003,4.8571868546E-002,Pass,Pass,4.9480763075E-002,0.1465497136,Pass,Pass
,34,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,1.3223585004E-002,5.9954554330E-002,Pass,Pass,4.6377317303E-002,0.1848066095,Pass,Pass
,35,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,4.0130641187E-005,3.0011925224E-004,Pass,Pass,2.3291468783E-002,2.4039812838E-002,Pass,Pass
,36,ATTIC,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,0.3672830392,0.2638691180,Pass,Pass,0.0000000000,0.0000000000,Pass,Pass
,37,LIVING_UNIT3_BACKROW_TOPFLOOR,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,3.9176846519E-005,3.0114561264E-004,Pass,Pass,2.2295319546E-002,2.3246546651E-002,Pass,Pass
,38,LIVING_UNIT3_FRONTROW_TOPFLOOR,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,3.9188607418E-005,3.0137613785E-004,Pass,Pass,2.2307368991E-002,2.2138273663E-002,Pass,Pass
,39,LIVING_UNIT1_FRONTROW_TOPFLOOR,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,9.0161379013E-003,5.3206870204E-002,Pass,Pass,3.2554928158E-002,3.9464101910E-002,Pass,Pass
,40,LIVING_UNIT2_BACKROW_TOPFLOOR,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,1.1035512791E-002,5.7913107289E-002,Pass,Pass,2.8976323194E-002,7.4905346700E-002,Pass,Pass
,41,LIVING_UNIT2_FRONTROW_TOPFLOOR,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,1.0578492552E-002,6.2061221374E-002,Pass,Pass,2.9057873112E-002,8.6863109012E-002,Pass,Pass
,42,LIVING_UNIT1_BACKROW_TOPFLOOR,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,8.1952636497E-003,4.8940830236E-002,Pass,Pass,3.1857184616E-002,3.5109578931E-002,Pass,Pass
,43,CRAWLSPACE,RunPeriod: ANNUAL,0.1842978462,0.1859002645,Pass,Pass,0.0000000000,0.0000000000,Pass,Pass
,44,BREEZEWAY,RunPeriod: ANNUAL,1.2975874705E-002,8.4729535893E-003,Pass,Pass,0.0000000000,0.0000000000,Pass,Pass
,45,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,RunPeriod: ANNUAL,7.8933506297E-007,2.5738892138E-006,Pass,Pass,5.7899094036E-002,9.2753097103E-002,Pass,Pass
,46,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,RunPeriod: ANNUAL,6.5678680862E-003,2.3885161259E-002,Pass,Pass,0.1554570818,0.6676677404,Pass,Pass
,47,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,RunPeriod: ANNUAL,5.9303789454E-003,2.0640073173E-002,Pass,Pass,0.2012220945,0.7337489908,Pass,Pass
,48,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,RunPeriod: ANNUAL,9.3090922948E-007,2.7574747880E-006,Pass,Pass,2.4872923418E-002,2.4937371614E-002,Pass,Pass
,49,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,RunPeriod: ANNUAL,5.5057501716E-007,1.6691369291E-006,Pass,Pass,2.6476155725E-002,3.2636727549E-002,Pass,Pass
,50,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,RunPeriod: ANNUAL,8.5912922411E-007,2.8042545148E-006,Pass,Pass,3.9746710918E-002,5.1464325978E-002,Pass,Pass
,51,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,RunPeriod: ANNUAL,1.1576231744E-002,4.1031408478E-002,Pass,Pass,0.6026771620,4.5251934723,Pass,Pass
,52,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,RunPeriod: ANNUAL,7.7509219698E-002,8.6741523052E-002,Pass,Pass,0.8172012675,1.7395656174,Pass,Pass
,53,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,RunPeriod: ANNUAL,3.4204106606E-002,7.0585481066E-002,Pass,Pass,1.4554188689,9.3102044038,Pass,Pass
,54,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,RunPeriod: ANNUAL,4.3265642604E-007,1.3232925486E-006,Pass,Pass,3.1827057016E-002,4.1939816455E-002,Pass,Pass
,55,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,RunPeriod: ANNUAL,2.5532231824E-002,6.4095861279E-002,Pass,Pass,0.4716250982,2.4889254848,Fail,Pass
,56,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,RunPeriod: ANNUAL,3.7774371559E-007,1.3358954435E-006,Pass,Pass,5.9682555855E-002,9.2077092377E-002,Pass,Pass
,57,ATTIC,RunPeriod: ANNUAL,0.1928719876,0.1449284274,Pass,Pass,0.0000000000,0.0000000000,Pass,Pass
,58,LIVING_UNIT3_BACKROW_TOPFLOOR,RunPeriod: ANNUAL,8.5885719403E-007,2.7524511769E-006,Pass,Pass,3.1190589908E-002,3.4634345305E-002,Pass,Pass
,59,LIVING_UNIT3_FRONTROW_TOPFLOOR,RunPeriod: ANNUAL,4.8227451915E-003,1.8907734779E-002,Pass,Pass,0.2236148975,1.1793255217,Pass,Pass
,60,LIVING_UNIT1_FRONTROW_TOPFLOOR,RunPeriod: ANNUAL,7.9496710772E-007,2.5372185349E-006,Pass,Pass,4.3385374091E-002,4.9880239258E-002,Pass,Pass
,61,LIVING_UNIT2_BACKROW_TOPFLOOR,RunPeriod: ANNUAL,5.4152300557E-007,1.6149192796E-006,Pass,Pass,2.5794120444E-002,3.2053192510E-002,Pass,Pass
,62,LIVING_UNIT2_FRONTROW_TOPFLOOR,RunPeriod: ANNUAL,4.1741013083E-007,1.4389358131E-006,Pass,Pass,8.6124242748E-002,0.1879265980,Pass,Pass
,63,LIVING_UNIT1_BACKROW_TOPFLOOR,RunPeriod: ANNUAL,9.2427606620E-007,2.7029930729E-006,Pass,Pass,2.2433461998E-002,2.0978046820E-002,Pass,Pass


----------------------------------------------------------------------------------------------------
REPORT:,Annual Heat Emissions Summary
FOR:,Entire Facility
Heat Emission by Components

,,Envelope Convection,Zone Exfiltration,Zone Exhaust Air,HVAC Relief Air,HVAC Reject Heat,Total
,Heat Emissions [GJ],3.26,1.88,0.00,0.00,0.00,5.15


----------------------------------------------------------------------------------------------------
REPORT:,Climatic Data Summary
FOR:,Entire Facility
SizingPeriod:DesignDay

,,Maximum Dry Bulb [C],Daily Temperature Range [deltaC],Humidity Value,Humidity Type,Wind Speed [m/s],Wind Direction
,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,-17.90,0.00,-17.90,Wetbulb [C],2.50,180.00
,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,33.90,14.80,15.00,Wetbulb [C],3.60,30.00


Weather Statistics File

,,Value
,Reference,USA_CO_Golden-NREL.724666_TMY3
,Site:Location,Denver Centennial  Golden   Nr CO USA
,Latitude,{N 39� 44'}
,Longitude,{W 105� 10'}
,Time Zone,{GMT -7.0 Hours}
,Elevation (m) above sea level,1829
,Standard Pressure at Elevation,81198Pa
,Data Source,TMY3
,WMO Station,724666
,Weather File Design Conditions,Climate Design Data 2009 ASHRAE Handbook
,Heating Design Temperature 99.6% (C),-18.8°
,Heating Design Temperature 99% (C),-15.5°
,Cooling Design Temperature 0.4% (C),33°
,Cooling Design Temperature 1% (C),32°
,Cooling Design Temperature 2% (C),30.2°
,Maximum Dry Bulb Temperature (C),36.0°
,Maximum Dry Bulb Occurs on,Jul 13
,Minimum Dry Bulb Temperature (C),-25.0°
,Minimum Dry Bulb Occurs on,Dec 18
,Maximum Dew Point Temperature (C),17.0°
,Maximum Dew Point Occurs on,Jul 16
,Minimum Dew Point Temperature (C),-30.0°
,Minimum Dew Point Occurs on,Dec 18
,ASHRAE Handbook 2009  Cooling Degree-Days (base 10°C),1430
,Weather File Cooling Degree-Days (base 10°C),1395
,ASHRAE Handbook 2009 Heating Degree-Days (base 18.3°C),3448
,Weather File Heating Degree-Days (base 18°C),3338
,Köppen Classification,BSk
,Köppen Description,Mid-latitude dry semiarid (e.g. Great Plains of USA, lat. 15-60�N)
,Köppen Recommendation,
,ASHRAE Climate Zone,5B
,ASHRAE Description,Cool-Dry


----------------------------------------------------------------------------------------------------
REPORT:,Envelope Summary
FOR:,Entire Facility
Opaque Exterior

,,Construction,Reflectance,U-Factor with Film [W/m2-K],U-Factor no Film [W/m2-K],Gross Area [m2],Net Area [m2],Azimuth [deg],Tilt [deg],Cardinal Direction
,BGWALL_UPPER_LDF,CRAWL WALL,0.30,4.404,12.927,5.57,5.57,180.00,90.00,S
,BGWALL_LOWER_LDF,CRAWL WALL,0.30,5.073,12.927,22.28,22.28,180.00,90.00,S
,BGWALL_UPPER_SDR,CRAWL WALL,0.30,4.404,12.927,3.02,3.02,90.00,90.00,E
,BGWALL_LOWER_SDR,CRAWL WALL,0.30,5.073,12.927,12.10,12.10,90.00,90.00,E
,BGWALL_UPPER_LDB,CRAWL WALL,0.30,4.404,12.927,5.57,5.57,0.00,90.00,N
,BGWALL_LOWER_LDB,CRAWL WALL,0.30,5.073,12.927,22.28,22.28,0.00,90.00,N
,BGWALL_UPPER_SDL,CRAWL WALL,0.30,4.404,12.927,3.02,3.02,270.00,90.00,W
,BGWALL_LOWER_SDL,CRAWL WALL,0.30,5.073,12.927,12.10,12.10,270.00,90.00,W
,BGFLOOR,INTERIOR FLOOR,0.30,1.334,1.702,724.05,724.05,0.00,180.00,
,BREEZEWAY_BOTTOMFLOOR,EXTERIOR FLOOR,0.30,0.187,0.194,55.68,55.68,0.00,180.00,
,BREEZEWAY_MIDDLEFLOOR,EXTERIOR FLOOR,0.30,0.187,0.194,55.68,55.68,0.00,180.00,
,BREEZEWAY_TOPFLOOR,EXTERIOR FLOOR,0.30,0.187,0.194,55.68,55.68,0.00,180.00,
,WALL_LDF_1.UNIT1_FRONTROW_BOTTOMFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,26.07,180.00,90.00,S
,WALL_LDB_1.UNIT1_FRONTROW_BOTTOMFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,29.61,0.00,90.00,N
,WALL_SDL_1.UNIT1_FRONTROW_BOTTOMFLOOR,EXTERIOR WALL,0.30,0.271,0.283,23.73,15.50,270.00,90.00,W
,WALL_LDF_1.UNIT2_FRONTROW_BOTTOMFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,26.07,180.00,90.00,S
,WALL_LDB_1.UNIT2_FRONTROW_BOTTOMFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,29.61,0.00,90.00,N
,WALL_LDF_1.UNIT3_FRONTROW_BOTTOMFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,26.07,180.00,90.00,S
,WALL_SDR_1.UNIT3_FRONTROW_BOTTOMFLOOR,EXTERIOR WALL,0.30,0.271,0.283,23.73,15.50,90.00,90.00,E
,WALL_LDB_1.UNIT3_FRONTROW_BOTTOMFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,29.61,0.00,90.00,N
,WALL_LDF_1.UNIT1_BACKROW_BOTTOMFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,29.61,180.00,90.00,S
,WALL_LDB_1.UNIT1_BACKROW_BOTTOMFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,26.07,0.00,90.00,N
,WALL_SDL_1.UNIT1_BACKROW_BOTTOMFLOOR,EXTERIOR WALL,0.30,0.271,0.283,23.73,15.50,270.00,90.00,W
,WALL_LDF_1.UNIT2_BACKROW_BOTTOMFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,29.61,180.00,90.00,S
,WALL_LDB_1.UNIT2_BACKROW_BOTTOMFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,26.07,0.00,90.00,N
,WALL_LDF_1.UNIT3_BACKROW_BOTTOMFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,29.61,180.00,90.00,S
,WALL_SDR_1.UNIT3_BACKROW_BOTTOMFLOOR,EXTERIOR WALL,0.30,0.271,0.283,23.73,15.50,90.00,90.00,E
,WALL_LDB_1.UNIT3_BACKROW_BOTTOMFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,26.07,0.00,90.00,N
,WALL_LDF_1.UNIT1_FRONTROW_MIDDLEFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,26.07,180.00,90.00,S
,WALL_LDB_1.UNIT1_FRONTROW_MIDDLEFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,29.61,0.00,90.00,N
,WALL_SDL_1.UNIT1_FRONTROW_MIDDLEFLOOR,EXTERIOR WALL,0.30,0.271,0.283,23.73,15.50,270.00,90.00,W
,WALL_LDF_1.UNIT2_FRONTROW_MIDDLEFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,26.07,180.00,90.00,S
,WALL_LDB_1.UNIT2_FRONTROW_MIDDLEFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,29.61,0.00,90.00,N
,WALL_LDF_1.UNIT3_FRONTROW_MIDDLEFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,26.07,180.00,90.00,S
,WALL_SDR_1.UNIT3_FRONTROW_MIDDLEFLOOR,EXTERIOR WALL,0.30,0.271,0.283,23.73,15.50,90.00,90.00,E
,WALL_LDB_1.UNIT3_FRONTROW_MIDDLEFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,29.61,0.00,90.00,N
,WALL_LDF_1.UNIT1_BACKROW_MIDDLEFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,29.61,180.00,90.00,S
,WALL_LDB_1.UNIT1_BACKROW_MIDDLEFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,26.07,0.00,90.00,N
,WALL_SDL_1.UNIT1_BACKROW_MIDDLEFLOOR,EXTERIOR WALL,0.30,0.271,0.283,23.73,15.50,270.00,90.00,W
,WALL_LDF_1.UNIT2_BACKROW_MIDDLEFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,29.61,180.00,90.00,S
,WALL_LDB_1.UNIT2_BACKROW_MIDDLEFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,26.07,0.00,90.00,N
,WALL_LDF_1.UNIT3_BACKROW_MIDDLEFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,29.61,180.00,90.00,S
,WALL_SDR_1.UNIT3_BACKROW_MIDDLEFLOOR,EXTERIOR WALL,0.30,0.271,0.283,23.73,15.50,90.00,90.00,E
,WALL_LDB_1.UNIT3_BACKROW_MIDDLEFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,26.07,0.00,90.00,N
,ROOF_RIGHT,GABLE_END,0.30,1.782,2.431,40.94,40.94,90.00,90.00,E
,ROOF_LEFT,GABLE_END,0.30,1.782,2.431,40.94,40.94,270.00,90.00,W
,ROOF_BACK,EXTERIOR ROOF,0.25,3.086,5.358,392.54,392.54,0.00,22.59,
,ROOF_FRONT,EXTERIOR ROOF,0.25,3.086,5.358,392.54,392.54,180.00,22.59,
,WALL_SDR_1.UNIT3_BACKROW_TOPFLOOR,EXTERIOR WALL,0.30,0.271,0.283,23.73,15.50,90.00,90.00,E
,WALL_LDB_1.UNIT3_BACKROW_TOPFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,26.07,0.00,90.00,N
,WALL_LDF_1.UNIT3_BACKROW_TOPFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,29.61,180.00,90.00,S
,WALL_LDF_1.UNIT3_FRONTROW_TOPFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,26.07,180.00,90.00,S
,WALL_SDR_1.UNIT3_FRONTROW_TOPFLOOR,EXTERIOR WALL,0.30,0.271,0.283,23.73,15.50,90.00,90.00,E
,WALL_LDB_1.UNIT3_FRONTROW_TOPFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,29.61,0.00,90.00,N
,WALL_LDF_1.UNIT1_FRONTROW_TOPFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,26.07,180.00,90.00,S
,WALL_SDL_1.UNIT1_FRONTROW_TOPFLOOR,EXTERIOR WALL,0.30,0.271,0.283,23.73,15.50,270.00,90.00,W
,WALL_LDB_1.UNIT1_FRONTROW_TOPFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,29.61,0.00,90.00,N
,WALL_LDF_1.UNIT2_BACKROW_TOPFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,29.61,180.00,90.00,S
,WALL_LDB_1.UNIT2_BACKROW_TOPFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,26.07,0.00,90.00,N
,WALL_LDF_1.UNIT2_FRONTROW_TOPFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,26.07,180.00,90.00,S
,WALL_LDB_1.UNIT2_FRONTROW_TOPFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,29.61,0.00,90.00,N
,WALL_LDB_1.UNIT1_BACKROW_TOPFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,26.07,0.00,90.00,N
,WALL_SDL_1.UNIT1_BACKROW_TOPFLOOR,EXTERIOR WALL,0.30,0.271,0.283,23.73,15.50,270.00,90.00,W
,WALL_LDF_1.UNIT1_BACKROW_TOPFLOOR,EXTERIOR WALL,0.30,0.271,0.283,31.56,29.61,180.00,90.00,S


Opaque Interior

,,Construction,Reflectance,U-Factor with Film [W/m2-K],U-Factor no Film [W/m2-K],Gross Area [m2],Net Area [m2],Azimuth [deg],Tilt [deg],Cardinal Direction
,iz-FLOOR_UNIT1_FRONTROW_BOTTOMFLOOR,iz-EXTERIOR FLOOR,0.30,0.185,0.194,111.52,111.52,180.00,0.00,
,iz-FLOOR_UNIT2_FRONTROW_BOTTOMFLOOR,iz-EXTERIOR FLOOR,0.30,0.185,0.194,111.52,111.52,180.00,0.00,
,iz-FLOOR_UNIT3_FRONTROW_BOTTOMFLOOR,iz-EXTERIOR FLOOR,0.30,0.185,0.194,111.52,111.52,180.00,0.00,
,iz-FLOOR_UNIT1_BACKROW_BOTTOMFLOOR,iz-EXTERIOR FLOOR,0.30,0.185,0.194,111.52,111.52,180.00,0.00,
,iz-FLOOR_UNIT2_BACKROW_BOTTOMFLOOR,iz-EXTERIOR FLOOR,0.30,0.185,0.194,111.52,111.52,180.00,0.00,
,iz-FLOOR_UNIT3_BACKROW_BOTTOMFLOOR,iz-EXTERIOR FLOOR,0.30,0.185,0.194,111.52,111.52,180.00,0.00,
,BREEZEWAYROOF,INTERIOR CEILING,0.30,0.105,0.108,55.68,55.68,180.00,0.00,
,WALL_SDR_1.UNIT1_FRONTROW_BOTTOMFLOOR,INTERIORWALL,0.30,1.870,3.388,23.73,23.73,90.00,90.00,E
,FLOOR_UNIT1_FRONTROW_BOTTOMFLOOR,EXTERIOR FLOOR,0.30,0.185,0.194,111.52,111.52,0.00,180.00,
,CEILING_UNIT1_FRONTROW_BOTTOMFLOOR,CEILING-FLOOR-LAYER,0.30,0.961,1.297,111.52,111.52,180.00,0.00,
,WALL_SDR_1.UNIT2_FRONTROW_BOTTOMFLOOR,INTERIORWALL,0.30,1.870,3.388,23.73,23.73,90.00,90.00,E
,WALL_SDL_1.UNIT2_FRONTROW_BOTTOMFLOOR,INTERIORWALL,0.30,1.870,3.388,23.73,23.73,270.00,90.00,W
,FLOOR_UNIT2_FRONTROW_BOTTOMFLOOR,EXTERIOR FLOOR,0.30,0.185,0.194,111.52,111.52,0.00,180.00,
,CEILING_UNIT2_FRONTROW_BOTTOMFLOOR,CEILING-FLOOR-LAYER,0.30,0.961,1.297,111.52,111.52,180.00,0.00,
,WALL_SDL_1.UNIT3_FRONTROW_BOTTOMFLOOR,INTERIORWALL,0.30,1.870,3.388,23.73,23.73,270.00,90.00,W
,FLOOR_UNIT3_FRONTROW_BOTTOMFLOOR,EXTERIOR FLOOR,0.30,0.185,0.194,111.52,111.52,0.00,180.00,
,CEILING_UNIT3_FRONTROW_BOTTOMFLOOR,CEILING-FLOOR-LAYER,0.30,0.961,1.297,111.52,111.52,180.00,0.00,
,WALL_SDR_1.UNIT1_BACKROW_BOTTOMFLOOR,INTERIORWALL,0.30,1.870,3.388,23.73,23.73,90.00,90.00,E
,FLOOR_UNIT1_BACKROW_BOTTOMFLOOR,EXTERIOR FLOOR,0.30,0.185,0.194,111.52,111.52,0.00,180.00,
,CEILING_UNIT1_BACKROW_BOTTOMFLOOR,CEILING-FLOOR-LAYER,0.30,0.961,1.297,111.52,111.52,180.00,0.00,
,WALL_SDL_1.UNIT2_BACKROW_BOTTOMFLOOR,INTERIORWALL,0.30,1.870,3.388,23.73,23.73,270.00,90.00,W
,WALL_SDR_1.UNIT2_BACKROW_BOTTOMFLOOR,INTERIORWALL,0.30,1.870,3.388,23.73,23.73,90.00,90.00,E
,FLOOR_UNIT2_BACKROW_BOTTOMFLOOR,EXTERIOR FLOOR,0.30,0.185,0.194,111.52,111.52,0.00,180.00,
,CEILING_UNIT2_BACKROW_BOTTOMFLOOR,CEILING-FLOOR-LAYER,0.30,0.961,1.297,111.52,111.52,180.00,0.00,
,WALL_SDL_1.UNIT3_BACKROW_BOTTOMFLOOR,INTERIORWALL,0.30,1.870,3.388,23.73,23.73,270.00,90.00,W
,FLOOR_UNIT3_BACKROW_BOTTOMFLOOR,EXTERIOR FLOOR,0.30,0.185,0.194,111.52,111.52,0.00,180.00,
,CEILING_UNIT3_BACKROW_BOTTOMFLOOR,CEILING-FLOOR-LAYER,0.30,0.961,1.297,111.52,111.52,180.00,0.00,
,WALL_SDR_1.UNIT1_FRONTROW_MIDDLEFLOOR,INTERIORWALL,0.30,1.870,3.388,23.73,23.73,90.00,90.00,E
,FLOOR_UNIT1_FRONTROW_MIDDLEFLOOR,CEILING-FLOOR-LAYER,0.30,0.961,1.297,111.52,111.52,0.00,180.00,
